is_weekend,hour,per_customer_hour_mean
false,0,0.2670286036791437
false,1,0.2435867942100622
false,2,0.22477598065253673
false,3,0.2106001188236628
false,4,0.20052713629975882
false,5,0.19871747231413167
false,6,0.2228738023803368
false,7,0.25686780252490626
false,8,0.2710434128324318
false,9,0.28764412396843275
false,10,0.29238868364994436
false,11,0.28261698105224714
false,12,0.2673475208896417
false,13,0.2582943442220693
false,14,0.2483154982373892
false,15,0.2425613848641146
false,16,0.24038205955980302
false,17,0.23856653188844917
false,18,0.2545658173418267
false,19,0.2811505929821018
false,20,0.2898961223131653
false,21,0.293317550746549
false,22,0.2912447429436537
false,23,0.2854364766884742
true,0,0.26139007871769104
true,1,0.24133522452110426
true,2,0.22443470317933617
true,3,0.21090378060339587
true,4,0.20043736563124157
true,5,0.19742218919047727
true,6,0.20993960117363047
true,7,0.2316713759747234
true,8,0.25189459793063035
true,9,0.27952448948319936
true,10,0.29939265838307155
true,11,0.30169547853844325
true,12,0.29123632275026584
true,13,0.28167046205876195
true,14,0.2698034203464147
true,15,0.2620025289573705
true,16,0.25507361366588815
true,17,0.24911738109911047
true,18,0.26041403903954535
true,19,0.28099731277344325
true,20,0.28376167829915705
true,21,0.2816094338816235
true,22,0.27467706819233756
true,23,0.2688327963720058
